-O0 0.062225 0.000252 0.062445 0.000482 0.089265 0.000371 1.526308 0.001631
-O1 0.058222 0.000357 0.056478 0.000193 0.075774 0.000130 0.821542 0.001467
-O2 0.055938 0.000113 0.000000 0.000000 0.070270 0.000167 0.823110 0.010389
-O3 0.054419 0.000274 0.000000 0.000000 0.070227 0.000158 0.819476 0.011430
